CustomerID,LastPurchaseDate,FirstPurchaseDate,Frequency,Monetary,Recency,T,AOV,Predicted_CLTV,CLTV_Segment
12390,2011-09-21 09:33:00,2011-09-21 09:33:00,1,549.8399999999999,80,80,549.8399999999999,569.227583432019,Medium
12391,2011-11-18 12:07:00,2011-11-18 12:07:00,1,460.88999999999993,22,22,460.88999999999993,692.8097798513719,Medium
12393,2011-11-01 09:47:00,2011-01-14 11:36:00,4,1582.6000000000004,39,330,395.6500000000001,1497.2274775050362,High
12394,2011-07-10 08:08:00,2011-06-05 14:01:00,2,1272.48,153,188,636.24,1517.1368482113362,High
12395,2011-12-05 10:15:00,2010-03-12 16:35:00,12,3018.6299999999987,5,638,251.5524999999999,3105.036585541274,High
12397,2011-07-27 14:21:00,2011-04-11 09:52:00,2,2409.9000000000005,136,243,1204.9500000000003,2774.7264715138717,High
12398,2011-10-25 10:27:00,2011-10-25 10:27:00,1,1635.6599999999999,46,46,1635.6599999999999,1485.1676959446143,High
12399,2011-12-08 13:15:00,2011-03-23 09:42:00,4,1108.65,2,262,277.1625,1173.2111805740872,Medium
12401,2011-09-02 13:50:00,2011-09-02 13:50:00,1,84.3,99,99,84.3,100.22757038326486,Low
12402,2011-01-20 13:49:00,2011-01-20 13:49:00,1,225.6,324,324,225.6,181.05057730079238,Low
12403,2011-10-21 10:51:00,2011-10-21 10:51:00,1,427.7,50,50,427.7,437.70832121582765,Medium
12405,2011-07-14 08:52:00,2011-07-14 08:52:00,1,1710.3900000000006,149,149,1710.3900000000006,1598.9386675156275,High
12406,2011-11-17 19:22:00,2011-09-06 10:23:00,2,3415.300000000001,22,95,1707.6500000000005,3627.769121080436,High
12407,2011-10-21 10:11:00,2011-03-20 13:21:00,5,1708.1199999999997,50,265,341.6239999999999,1643.4040428865164,High
12408,2011-07-11 12:27:00,2011-02-09 10:27:00,5,2888.5500000000006,152,304,577.7100000000002,2799.806245465008,High
12409,2011-10-06 12:19:00,2011-09-21 14:15:00,3,11072.670000000002,65,80,3690.890000000001,12169.37721006105,High
12410,2011-04-02 10:39:00,2011-04-02 10:38:00,2,693.3299999999999,252,252,346.66499999999996,730.4166527694363,Medium
12412,2011-09-26 10:16:00,2011-06-23 13:51:00,3,1226.8799999999999,75,170,408.96,1258.4178618011372,High
12413,2011-06-01 16:12:00,2011-04-10 09:00:00,3,758.0999999999999,192,244,252.69999999999996,606.8843345515072,Medium
12414,2011-06-05 14:51:00,2011-02-02 14:51:00,3,562.41,188,311,187.47,438.60507398707557,Medium
12415,2011-11-15 14:22:00,2011-01-04 14:28:00,21,124914.52999999975,25,340,5948.310952380941,122818.9808857804,High
12417,2011-10-31 16:02:00,2010-12-17 11:51:00,9,3649.1,40,358,405.4555555555555,3610.2747011832935,High
12418,2011-08-19 11:08:00,2011-08-19 11:08:00,1,668.5799999999997,113,113,668.5799999999997,827.5449135549565,Medium
12420,2011-07-10 08:55:00,2011-07-10 08:55:00,1,600.3900000000001,153,153,600.3900000000001,569.227583432019,Medium
12421,2011-11-24 09:07:00,2011-01-24 15:09:00,4,807.0400000000002,16,320,201.76000000000005,877.3775804496314,Medium
12422,2011-06-24 13:20:00,2011-01-19 09:13:00,3,803.5599999999998,169,325,267.8533333333333,743.4048749600724,Medium
12423,2011-09-12 10:10:00,2010-12-21 10:54:00,8,1859.3100000000002,89,354,232.41375000000002,1872.2925286112318,High
12424,2011-06-30 12:06:00,2011-06-30 12:06:00,2,1760.9599999999998,163,163,880.4799999999999,1883.3187202973577,High
12425,2011-09-22 17:31:00,2011-09-22 17:31:00,1,777.1999999999999,78,78,777.1999999999999,1006.1238500025288,Medium
12426,2011-05-29 12:26:00,2011-05-29 12:26:00,1,582.7299999999999,195,195,582.7299999999999,569.227583432019,Medium
12427,2011-11-18 08:56:00,2010-03-12 10:44:00,3,825.8000000000002,22,638,275.2666666666667,743.4048749600724,Medium
12428,2011-11-14 08:22:00,2011-01-03 09:33:00,9,7956.460000000004,26,341,884.0511111111115,8212.787056625868,High
12429,2011-11-30 17:22:00,2010-09-12 12:05:00,4,3750.400000000001,9,454,937.6000000000003,3803.338680301383,High
12430,2011-10-27 15:09:00,2011-10-27 15:09:00,1,256.4,44,44,256.4,209.23538922858546,Low
12431,2011-12-08 14:19:00,2010-01-12 10:03:00,15,6487.449999999999,2,697,432.4966666666666,6841.883359376581,High
12432,2011-10-28 11:43:00,2011-06-20 13:27:00,5,5059.3200000000015,43,173,1011.8640000000003,4675.620504726904,High
12433,2011-11-30 14:05:00,2010-01-12 13:24:00,7,13375.869999999992,10,697,1910.8385714285703,11652.312782706516,High
12434,2011-09-16 12:38:00,2011-03-24 13:05:00,2,806.14,85,261,403.07,935.9999463026568,Medium
12435,2011-09-21 09:06:00,2011-03-17 07:40:00,2,7829.889999999998,80,268,3914.944999999999,10683.024429770772,High
12436,2011-01-09 12:09:00,2011-01-09 12:09:00,1,509.01000000000005,335,335,509.01000000000005,692.8097798513719,Medium
12437,2011-12-01 14:13:00,2011-02-02 15:22:00,18,4951.409999999997,9,311,275.07833333333315,5228.456581503881,High
12438,2011-11-25 13:28:00,2011-07-22 13:29:00,2,2906.8500000000004,15,141,1453.4250000000002,3063.642558648366,High
12441,2010-08-12 10:45:00,2010-08-12 10:45:00,1,173.55,485,485,173.55,127.8103346967307,Low
12442,2011-06-12 14:22:00,2011-06-12 14:22:00,1,172.06,181,181,172.06,127.8103346967307,Low
12444,2011-12-10 12:08:00,2011-06-21 14:00:00,5,5005.46,0,172,1001.092,4675.620504726904,High
12445,2011-11-17 18:43:00,2011-11-17 18:43:00,1,133.4,22,22,133.4,128.19485927139058,Low
12446,2011-10-13 12:50:00,2011-10-13 12:50:00,1,1002.3099999999998,58,58,1002.3099999999998,1015.4897986645044,Medium
12447,2011-10-04 13:25:00,2011-10-04 13:25:00,1,476.49,67,67,476.49,692.8097798513719,Medium
12448,2011-10-26 13:46:00,2011-10-26 13:46:00,1,449.4500000000001,45,45,449.4500000000001,692.8097798513719,Medium
12449,2011-11-17 13:46:00,2011-02-08 09:14:00,4,4067.2900000000013,23,305,1016.8225000000003,3803.338680301383,High
12450,2011-06-19 14:36:00,2011-06-07 14:41:00,2,197.88,174,186,98.94,174.48410163410105,Low
12451,2011-11-29 08:40:00,2011-01-19 09:05:00,5,9035.519999999999,11,325,1807.1039999999998,7355.662705377593,High
12452,2011-11-23 10:28:00,2011-11-23 08:05:00,2,430.57000000000005,17,17,215.28500000000003,306.11066773132114,Low
12453,2011-07-28 14:08:00,2011-07-28 14:08:00,1,707.0899999999999,135,135,707.0899999999999,1006.1238500025288,Medium
12454,2011-10-14 17:13:00,2011-10-14 17:13:00,1,3528.34,57,57,3528.34,4189.74816939027,High
12455,2011-09-27 15:31:00,2011-02-16 09:56:00,6,2466.859999999997,74,297,411.1433333333328,2407.52822073624,High
12456,2011-10-26 14:41:00,2011-03-30 09:12:00,3,3181.039999999998,45,255,1060.3466666666661,2888.275490160151,High
12457,2011-09-19 09:04:00,2011-04-10 13:13:00,7,2363.2299999999996,82,244,337.60428571428565,2409.6308282149303,High
12458,2011-09-29 15:25:00,2011-02-28 10:55:00,2,947.4000000000001,72,285,473.70000000000005,1235.8227765516517,Medium
12461,2011-08-07 10:23:00,2011-06-09 16:57:00,2,826.8800000000001,125,184,413.44000000000005,935.9999463026568,Medium
12462,2011-11-21 09:11:00,2011-09-02 14:44:00,2,1189.5900000000001,19,99,594.7950000000001,1258.8195180883986,High
12463,2011-12-04 12:47:00,2011-05-17 10:02:00,4,1344.7799999999997,6,207,336.19499999999994,1372.0135229184561,High
12464,2011-11-29 13:33:00,2011-02-28 12:08:00,8,1212.0499999999997,11,285,151.50624999999997,1497.1576989272107,High
12465,2011-11-22 16:34:00,2011-06-23 13:37:00,2,742.1900000000002,18,170,371.0950000000001,835.9940038703046,Medium
12468,2011-05-06 11:36:00,2011-01-27 13:29:00,2,729.54,218,317,364.77,730.4166527694363,Medium
12471,2011-11-29 13:01:00,2010-10-12 09:35:00,30,19824.049999999945,11,424,660.8016666666648,18593.872691952576,High
12472,2011-10-19 11:49:00,2010-05-12 14:19:00,7,6572.110000000003,52,577,938.8728571428576,6834.811763738611,High
12473,2011-10-17 11:27:00,2011-01-06 10:15:00,5,3938.55,54,338,787.71,3490.3180551959,High
12474,2011-12-07 10:25:00,2011-01-14 10:06:00,18,7375.789999999998,3,330,409.766111111111,7184.897051249975,High
12475,2011-10-17 10:10:00,2011-10-17 10:10:00,1,723.38,54,54,723.38,1006.1238500025288,Medium
12476,2011-11-24 12:40:00,2010-12-13 14:39:00,11,6816.420000000005,16,362,619.6745454545459,6559.596883348278,High
12477,2011-11-17 09:51:00,2011-04-14 13:59:00,6,13219.73999999999,23,240,2203.2899999999986,11280.683114487398,High
12478,2011-06-12 09:56:00,2011-06-12 09:56:00,1,680.9900000000002,181,181,680.9900000000002,827.5449135549565,Medium
12479,2011-11-28 13:26:00,2011-11-28 13:26:00,1,527.2,12,12,527.2,692.8097798513719,Medium
12480,2011-11-11 14:52:00,2011-03-17 13:23:00,4,3281.6300000000015,29,268,820.4075000000004,3155.454226392241,High
12481,2011-11-17 08:29:00,2010-09-12 10:13:00,10,5596.320000000002,23,454,559.6320000000003,5424.3114789728,High
12483,2011-11-22 17:02:00,2011-02-09 11:42:00,8,2484.980000000001,18,304,310.6225000000001,2317.492022773928,High
12484,2011-08-31 09:44:00,2011-04-11 15:18:00,6,4541.720000000001,101,243,756.9533333333335,4196.05468905675,High
12488,2011-11-30 08:50:00,2011-09-25 10:34:00,3,1298.6599999999999,10,76,432.8866666666666,1258.4178618011372,High
12489,2011-07-01 13:13:00,2011-07-01 13:13:00,1,334.92999999999995,162,162,334.92999999999995,406.2698285403963,Medium
12490,2011-11-22 11:19:00,2011-01-14 09:13:00,10,5417.9299999999985,18,330,541.7929999999999,5167.893556460628,High
12491,2011-01-11 12:18:00,2011-01-11 12:18:00,1,460.4000000000001,333,333,460.4000000000001,692.8097798513719,Medium
12492,2011-08-26 14:51:00,2011-07-10 15:15:00,2,263.21,106,153,131.605,179.77054839106606,Low
12493,2011-06-27 10:17:00,2011-05-26 14:53:00,2,433.74,166,198,216.87,306.11066773132114,Low
12494,2011-11-24 09:34:00,2010-09-12 11:31:00,7,1246.1000000000006,16,454,178.0142857142858,1559.6863490579285,High
12497,2011-09-19 12:29:00,2011-09-19 12:29:00,1,1043.1,82,82,1043.1,1015.4897986645044,Medium
12498,2011-11-18 12:53:00,2011-10-13 09:30:00,3,403.7,22,58,134.56666666666666,396.03458933087336,Medium
12500,2011-11-16 16:20:00,2011-02-17 12:23:00,11,4257.820000000001,24,296,387.0745454545455,4269.140355532308,High
12501,2011-07-01 12:28:00,2011-07-01 12:28:00,1,2169.3899999999994,162,162,2169.3899999999994,2718.001968193389,High
12502,2011-06-05 08:19:00,2011-03-02 10:41:00,5,3723.87,188,283,744.774,3490.3180551959,High
12504,2011-11-21 16:02:00,2011-09-11 14:56:00,2,482.04999999999995,19,90,241.02499999999998,366.9573614697334,Low
12506,2011-04-21 08:54:00,2011-04-21 08:54:00,1,73.50000000000003,233,233,73.50000000000003,100.22757038326486,Low
12507,2011-07-28 17:09:00,2011-02-14 09:24:00,3,1304.81,135,299,434.93666666666667,1258.4178618011372,High
12508,2011-11-13 15:37:00,2011-10-11 16:27:00,2,398.27000000000004,27,60,199.13500000000002,253.88545505207358,Low
12509,2011-02-28 14:45:00,2011-02-28 14:45:00,1,176.5,285,285,176.5,127.8103346967307,Low
12510,2011-07-20 10:15:00,2011-01-18 14:04:00,2,982.57,143,326,491.285,1235.8227765516517,Medium
12512,2011-04-10 14:55:00,2011-04-10 14:53:00,2,138.03000000000006,244,244,69.01500000000003,143.8385211851472,Low
12513,2011-08-19 10:51:00,2011-08-19 10:51:00,1,612.2900000000001,113,113,612.2900000000001,569.227583432019,Medium
12514,2011-03-17 16:38:00,2011-03-17 16:38:00,1,1017.6800000000002,268,268,1017.6800000000002,1015.4897986645044,Medium
12515,2010-12-21 15:43:00,2010-12-21 15:43:00,1,383.7,354,354,383.7,425.69174169378414,Medium
12516,2011-12-06 11:37:00,2011-09-23 09:13:00,2,1312.06,4,78,656.03,1517.1368482113362,High
12517,2011-11-11 14:04:00,2011-02-06 15:13:00,5,2502.8399999999983,29,307,500.56799999999964,2430.219787332265,High
12518,2011-12-10 10:36:00,2011-08-21 13:18:00,5,2056.8899999999994,0,111,411.3779999999999,1990.911090702722,High
12519,2011-07-10 09:26:00,2011-07-10 09:26:00,1,340.84,153,153,340.84,406.2698285403963,Medium
12520,2011-11-03 11:35:00,2011-03-25 08:50:00,5,2634.26,37,260,526.8520000000001,2465.996965149342,High
12521,2011-07-20 10:51:00,2011-07-20 10:51:00,1,599.6800000000001,143,143,599.6800000000001,569.227583432019,Medium
12522,2011-10-31 15:30:00,2011-10-19 14:41:00,2,192.72000000000003,40,52,96.36000000000001,174.48410163410105,Low
12523,2011-12-01 09:43:00,2011-01-04 09:19:00,11,1789.7700000000007,9,340,162.7063636363637,2105.9640817464337,High
12524,2011-11-30 15:31:00,2011-01-05 13:18:00,8,4485.719999999999,10,339,560.7149999999999,4221.690656786975,High
12526,2011-10-17 09:37:00,2011-06-09 14:19:00,3,1316.6600000000005,54,184,438.8866666666668,1258.4178618011372,High
12527,2011-09-19 11:55:00,2011-01-18 12:05:00,3,348.71000000000004,82,326,116.23666666666668,369.3985640051042,Low
12528,2011-11-30 14:40:00,2011-01-31 09:05:00,6,1933.4800000000007,10,313,322.2466666666668,1837.9554316753959,High
12530,2011-11-10 12:34:00,2011-04-20 09:31:00,4,1662.2799999999993,30,234,415.5699999999998,1654.503679537612,High
12531,2011-11-25 11:12:00,2011-11-25 11:12:00,1,125.22,15,15,125.22,122.90841251442556,Low
12532,2011-09-11 13:47:00,2011-09-11 13:47:00,1,349.83,90,90,349.83,406.2698285403963,Medium
12534,2011-01-08 10:26:00,2011-01-08 10:26:00,1,1089.18,336,336,1089.18,1015.4897986645044,Medium
12535,2011-09-09 08:48:00,2011-06-06 12:47:00,2,716.3500000000001,92,187,358.17500000000007,730.4166527694363,Medium
12536,2011-11-10 14:52:00,2011-10-27 14:13:00,3,12601.830000000005,30,44,4200.6100000000015,12169.37721006105,High
12538,2011-10-11 17:16:00,2011-10-11 17:16:00,1,363.95,60,60,363.95,406.2698285403963,Medium
12539,2011-11-17 13:30:00,2011-01-27 11:05:00,4,5568.349999999995,23,317,1392.0874999999987,5530.359096169158,High
12540,2011-11-20 11:31:00,2010-12-13 09:39:00,17,13400.23999999999,20,362,788.2494117647053,10124.069944099987,High
12541,2011-10-11 10:40:00,2011-04-03 09:32:00,3,981.1800000000002,60,251,327.06000000000006,906.584889511127,Medium
12544,2011-03-11 16:15:00,2011-03-11 16:15:00,1,372.7,274,274,372.7,425.69174169378414,Medium
12545,2011-09-25 13:39:00,2011-03-25 12:04:00,2,1000.3899999999999,76,260,500.19499999999994,1235.8227765516517,Medium
12546,2011-10-24 12:09:00,2011-09-23 09:44:00,2,1161.5,47,78,580.75,1222.845300199355,Medium
12547,2011-05-26 12:38:00,2011-04-03 12:46:00,2,207.8,198,251,103.9,174.48410163410105,Low
12548,2011-06-26 15:35:00,2011-06-26 15:35:00,1,95.19999999999999,167,167,95.19999999999999,110.96985206768548,Low
12550,2011-09-21 14:35:00,2011-09-21 14:35:00,1,964.8299999999994,80,80,964.8299999999994,1015.4897986645044,Medium
12551,2010-12-17 11:23:00,2010-12-17 11:23:00,1,168.0,358,358,168.0,127.8103346967307,Low
12552,2011-10-31 12:11:00,2011-01-11 10:02:00,2,437.81999999999994,40,333,218.90999999999997,306.11066773132114,Low
12553,2011-12-10 14:18:00,2011-01-12 16:38:00,10,3692.280000000001,0,332,369.2280000000001,3289.048468132127,High
12556,2011-11-07 13:35:00,2011-10-20 13:06:00,2,603.7099999999997,33,51,301.85499999999985,576.4581633600019,Medium
12557,2011-11-23 16:59:00,2010-03-12 12:20:00,5,11990.96,17,638,2398.192,13661.657917653492,High
12558,2011-02-12 10:41:00,2011-02-12 10:41:00,1,269.96000000000004,301,301,269.96000000000004,325.4894925623568,Low
12559,2011-02-02 09:49:00,2011-01-24 10:12:00,2,561.7099999999999,311,320,280.85499999999996,547.7519436338201,Medium
12560,2011-08-19 15:22:00,2011-04-12 13:54:00,3,2134.01,113,242,711.3366666666667,2430.1238480245565,High
12561,2011-10-02 11:39:00,2011-10-02 11:39:00,1,238.85,69,69,238.85,209.23538922858546,Low
12562,2011-11-17 11:34:00,2011-01-12 17:20:00,7,3781.7400000000025,23,331,540.2485714285718,3746.783822579533,High
12564,2011-03-23 14:55:00,2011-03-23 14:55:00,1,456.9000000000001,262,262,456.9000000000001,692.8097798513719,Medium
12565,2011-02-24 10:34:00,2011-02-24 10:34:00,1,145.92,289,289,145.92,127.8103346967307,Low
12566,2011-09-14 14:30:00,2011-09-14 14:30:00,1,351.65000000000003,87,87,351.65000000000003,406.2698285403963,Medium
12567,2011-11-17 11:02:00,2010-05-12 11:57:00,10,9401.279999999993,23,577,940.1279999999994,9008.780847759552,High
12569,2011-12-10 11:49:00,2011-01-04 13:47:00,32,4124.69,0,340,128.8965625,3181.748886944734,High
12571,2011-10-31 10:19:00,2011-10-08 12:35:00,2,519.6099999999999,40,63,259.80499999999995,461.1698159540957,Medium
12572,2011-10-19 08:20:00,2011-01-12 09:20:00,2,1020.4200000000003,52,332,510.21000000000015,1270.6971700415295,High
12573,2011-04-26 15:52:00,2011-04-26 15:52:00,1,160.54,228,228,160.54,127.8103346967307,Low
12574,2011-01-28 09:20:00,2011-01-28 09:20:00,1,218.45000000000002,316,316,218.45000000000002,181.05057730079238,Low
12576,2011-08-02 11:31:00,2011-04-11 10:11:00,5,1315.8299999999997,130,243,263.16599999999994,1253.1507834203853,Medium
12577,2011-04-11 13:24:00,2010-12-15 16:21:00,3,657.8000000000003,243,360,219.26666666666677,522.3747086711287,Medium
12578,2011-11-18 13:30:00,2011-01-13 15:34:00,2,2794.5099999999993,22,331,1397.2549999999997,3063.642558648366,High
12579,2011-09-22 17:15:00,2011-09-22 17:15:00,1,440.41999999999996,79,79,440.41999999999996,437.70832121582765,Medium
12580,2011-07-04 10:24:00,2011-07-04 10:24:00,1,415.7,159,159,415.7,437.70832121582765,Medium
12581,2011-10-31 08:56:00,2011-10-31 08:56:00,1,197.70999999999998,40,40,197.70999999999998,159.3547567015359,Low
12582,2011-04-15 08:45:00,2011-02-24 11:42:00,2,511.3599999999999,239,289,255.67999999999995,366.9573614697334,Low
12583,2011-12-10 14:46:00,2010-01-12 08:45:00,15,7281.379999999993,0,697,485.42533333333284,7463.199632313321,High
12584,2011-11-22 08:34:00,2011-04-03 15:15:00,9,2338.1499999999996,18,251,259.7944444444444,2161.8933336228934,High
12585,2011-04-19 13:39:00,2010-12-23 12:58:00,2,2040.099999999999,235,352,1020.0499999999995,1981.2523865355956,High
12586,2011-11-22 16:24:00,2011-11-22 16:24:00,1,196.94,18,18,196.94,159.3547567015359,Low
12587,2011-02-12 12:47:00,2011-02-12 12:47:00,1,144.0,301,301,144.0,127.8103346967307,Low
12588,2011-10-31 15:01:00,2011-10-31 15:01:00,1,214.9,40,40,214.9,181.05057730079238,Low
12589,2011-11-11 10:19:00,2011-07-18 12:05:00,2,646.6800000000001,29,145,323.34000000000003,666.6579164293537,Medium
12590,2011-12-05 14:52:00,2011-12-05 14:46:00,2,9864.260000000004,5,5,4932.130000000002,10683.024429770772,High
12591,2011-01-26 14:35:00,2011-01-26 14:35:00,1,452.84999999999985,318,318,452.84999999999985,692.8097798513719,Medium
12592,2011-10-05 13:44:00,2011-08-09 15:04:00,2,437.59999999999997,66,123,218.79999999999998,306.11066773132114,Low
12593,2011-08-23 12:43:00,2011-02-08 09:55:00,3,418.09999999999997,109,305,139.36666666666665,396.03458933087336,Medium
12594,2011-10-24 12:44:00,2011-01-21 09:52:00,10,3338.2199999999984,47,323,333.82199999999983,2905.8448979753125,High
12596,2011-11-04 13:22:00,2011-10-19 13:02:00,2,618.27,36,52,309.135,576.4581633600019,Medium
12597,2011-11-20 13:33:00,2011-03-16 14:00:00,4,3811.2200000000016,20,269,952.8050000000004,3803.338680301383,High
12598,2011-11-30 12:18:00,2011-01-07 11:43:00,8,3023.079999999999,10,337,377.8849999999999,2910.8184771874107,High
12599,2011-11-07 15:22:00,2011-02-27 11:58:00,7,1032.5800000000006,33,286,147.51142857142867,1493.7054706278313,High
12600,2011-11-11 10:29:00,2010-03-12 12:57:00,10,2599.0400000000004,29,638,259.90400000000005,2161.8933336228934,High
12601,2011-11-01 10:38:00,2011-03-06 10:17:00,5,577.0600000000001,39,279,115.412,637.9919380393408,Medium
12602,2011-12-10 11:22:00,2011-12-10 11:22:00,1,153.12000000000003,0,0,153.12000000000003,127.8103346967307,Low
12603,2011-11-18 10:42:00,2011-11-18 10:42:00,1,739.1999999999999,22,22,739.1999999999999,1006.1238500025288,Medium
12604,2011-09-21 14:08:00,2011-03-23 12:06:00,2,254.17999999999995,80,262,127.08999999999997,174.48410163410105,Low
12607,2011-10-10 16:06:00,2011-10-10 16:06:00,1,1579.51,61,61,1579.51,1485.1676959446143,High
12609,2011-09-22 16:34:00,2011-01-25 15:13:00,3,1126.8500000000001,79,319,375.61666666666673,1111.6952136465427,Medium
12610,2011-11-17 09:34:00,2011-05-08 13:52:00,5,2099.540000000001,23,216,419.9080000000002,1990.911090702722,High
12611,2011-10-18 13:12:00,2011-10-18 13:12:00,1,1193.32,53,53,1193.32,1069.850133648853,Medium
12612,2011-09-26 15:35:00,2011-09-26 15:35:00,1,704.0400000000001,75,75,704.0400000000001,1006.1238500025288,Medium
12613,2011-10-13 14:59:00,2011-03-22 15:42:00,5,3344.3799999999983,58,263,668.8759999999996,3118.4760670734845,High
12614,2011-07-03 10:22:00,2011-07-03 10:22:00,1,315.59999999999997,160,160,315.59999999999997,325.4894925623568,Low
12615,2011-09-29 10:23:00,2011-03-11 10:45:00,4,2291.1900000000005,72,274,572.7975000000001,2300.2897420746385,High
12616,2011-05-09 15:17:00,2011-02-15 14:17:00,2,713.3,215,298,356.65,730.4166527694363,Medium
12617,2011-10-11 14:39:00,2011-10-11 14:39:00,1,355.5300000000002,60,60,355.5300000000002,406.2698285403963,Medium
12618,2011-11-18 11:10:00,2011-11-18 11:10:00,1,177.31,22,22,177.31,127.8103346967307,Low
12619,2011-11-23 14:52:00,2011-03-31 13:10:00,9,3641.2400000000002,17,254,404.58222222222224,3610.2747011832935,High
12620,2011-11-25 10:20:00,2011-05-19 12:10:00,3,1339.4099999999999,15,205,446.46999999999997,1558.2406920501317,High
12621,2011-12-05 09:41:00,2010-09-12 10:16:00,20,13689.67,5,454,684.4835,13487.74303092152,High
12622,2011-04-21 16:39:00,2011-04-21 16:39:00,1,180.09999999999997,233,233,180.09999999999997,127.8103346967307,Low
12623,2011-08-03 13:50:00,2011-08-03 13:50:00,1,305.1,129,129,305.1,325.4894925623568,Low
12624,2011-08-25 15:04:00,2011-06-15 12:34:00,2,641.1300000000001,107,178,320.56500000000005,576.4581633600019,Medium
12625,2011-12-05 09:54:00,2011-01-24 13:27:00,2,2683.8199999999997,5,320,1341.9099999999999,3063.642558648366,High
12626,2011-11-16 16:06:00,2011-01-17 11:01:00,9,6620.479999999998,24,327,735.6088888888886,6887.458092119294,High
12627,2011-11-29 12:07:00,2011-02-08 09:29:00,7,4478.53,11,305,639.79,4065.4536441880095,High
